OBJECTID,CECPlantID,PlantName,Retired Plant,Operator Company,County,Capacity_Latest,Units,PriEnergySource,StartDate,CEC_Jurisdictional,x,y
2278,H0073,Hogan,0,Calaveras County Water District,Calaveras,3,"GEN 1, GEN 2",WAT,4/1/1989 0:00,0,-120.8149646,38.14959074
2280,H0008,Angels,0,Utica Power Authority,Calaveras,1.4,5505380,WAT,1/1/1940 0:00,0,-120.5393562,38.07197545
2281,H0346,Murphys,0,Utica Power Authority,Calaveras,4.5,6920412,WAT,1/1/1954 0:00,0,-120.4463918,38.14710812
2282,S9137,Angels PH  Utica Power Authority,0,Not Available,Calaveras,1.8,1,SUN,1/1/2012 0:00,0,-120.5395621,38.0723947
2283,H0107,Collierville,0,Northern California Power Agency,Calaveras,253,"GEN 1, GEN 2",WAT,11/1/1989 0:00,0,-120.3798407,38.14480355
2284,H0383,Phoenix,0,Pacific Gas & Electric (PG&E),Tuolumne,1.6,1,WAT,2/1/1940 0:00,0,-120.3265606,38.03207751
2285,H0498,Stanislaus,0,Pacific Gas & Electric (PG&E),Tuolumne,91,Unit 583,WAT,3/11/1963 0:00,0,-120.3705326,38.13898409
2286,H0495,Spring Gap,0,Pacific Gas & Electric (PG&E),Tuolumne,6,1,WAT,9/1/1921 0:00,0,-120.1116954,38.18650412
2287,H0519,Sand Bar,0,Tri-Dam Power Authority,Tuolumne,16.2,Unit 1,WAT,5/1/1986 0:00,0,-120.1501439,38.18611621
2288,H0296,Lundy,0,Southern California Edison (SCE),Mono,3,1,WAT,12/1/1911 0:00,0,-119.1722937,38.04233911
2289,S9109,U.S. Coast Guard,0,Not Available,Sonoma,1.1,1,SUN,1/1/2012 0:00,0,-123.0349533,38.31909926
2294,S9024,Codding Enterprises,0,Not Available,Sonoma,1,1,SUN,1/1/2012 0:00,0,-122.6792392,38.32323239
2295,S9057,Codding Enterprises Ltd Partnership,0,Not Available,Sonoma,1,1,SUN,1/1/2012 0:00,0,-122.6813662,38.32348035
2296,S9307,Petaluma Solar Millennium Fund LLC_(Petaluma Solar #1101),0,Not Available,Sonoma,1.5,Unit 1,SUN,12/31/2013 0:00,0,-122.5782727,38.25155103
2297,S9308,Petaluma Solar Millennium Fund LLC_(Petaluma Solar #1102),0,Not Available,Sonoma,1.5,Unit 1,SUN,12/31/2013 0:00,0,-122.5782727,38.25155103
2298,S9125,County of Sonoma,0,Not Available,Sonoma,1.3,1,SUN,1/1/2012 0:00,0,-122.4579146,38.28081309
2299,S9023,Napa Valley College,0,Not Available,Napa,1,1,SUN,1/1/2012 0:00,0,-122.2789372,38.27260632
2300,S9070,Pokka Bottling,0,Not Available,Napa,1,1,SUN,1/1/2012 0:00,0,-122.2769646,38.19091643
2301,S9132,Mid Valley Dairy,0,Not Available,,1.5,1,SUN,1/1/2012 0:00,0,-122.1570757,38.20435982
2304,S0362,Fairfield-Suisun Sewer District - WTP,0,EDP Renewables North America LLC,Solano,1,1,SUN,12/23/2009 0:00,0,-122.0932367,38.23158367
2305,S0414,North Bay Solar 1,0,S-Power (Sustainable Power Group),Solano,1,NBWT,SUN,8/1/2013 0:00,0,-121.965173,38.3009389
2306,S9074,Anheuser Busch Fairfield  PV Phase/Anheuser Busch,0,Not Available,Solano,1,1,SUN,1/1/2012 0:00,0,-122.0933265,38.232308
2307,S9148,ANHEUSER BUSCH INC,0,Not Available,Solano,1,1,SUN,1/1/2012 0:00,0,-122.0932426,38.23183941
2308,S9162,CA Dept of Corrections Solano (CSPS),0,Not Available,Solano,1,1,SUN,1/1/2013 0:00,0,-121.9825652,38.32588575
2309,S9303,GASNA 27P (GASNA 27P) - RAM 2,0,Not Available,Solano,14,Unit 1,SUN,12/31/2014 0:00,0,-121.994093,38.35158699
2312,W0398,Anheuser-Busch,0,Foundation Windpower,Solano,1.5,WPRS 1,WND,12/1/2011 0:00,0,-122.0892346,38.23228213
2313,W0456,Anheuser-Busch #2,0,Foundation Windpower,Solano,1.6,WPRS 1,WND,12/31/1989 0:00,0,-122.0920977,38.23350719
2317,S9304,Vaca Solar Millenium Fund LLC (Vaca Solar #100),0,Not Available,Solano,1.5,Unit 1,SUN,12/31/2013 0:00,0,-121.9217928,38.32916197
2319,S0154,Point Pleasant (Lawrence Solar Farm),0,Sacramento PV Energy LLC,Sacramento,1,PV1,SUN,12/30/2011 0:00,0,-121.4312781,38.33887019
2320,S0156,Grundman-Wilkinson Solar Farm (Bruceville Road),0,Sacramento PV Energy LLC,Sacramento,18,PV1,SUN,12/28/2011 0:00,0,-121.4131708,38.36568322
2321,S0203,Green Acres Solar Facility 2,0,OL Elk Grove Trust a Delaware Statutory Trust,Sacramento,1,1,SUN,9/1/2012 0:00,0,-121.4618093,38.2834614
2322,S0204,Green Acres Solar Facility 1,0,OL Elk Grove Trust a Delaware Statutory Trust,Sacramento,3,1,SUN,9/1/2012 0:00,0,-121.4657724,38.28230645
2323,S0205,RE Kammerer Road 1,0,Canadian Solar,Sacramento,6.65,1,SUN,1/1/2012 0:00,0,-121.3875505,38.36365566
2324,S0206,RE Kammerer Road 2,0,Canadian Solar,Sacramento,6.65,1,SUN,1/1/2012 0:00,0,-121.383446,38.36368148
2325,S0207,RE Kammerer Road 3,0,Canadian Solar,Sacramento,6.65,1,SUN,1/1/2012 0:00,0,-121.382269,38.36092861
2326,S0284,RE Bruceville Solar 1,0,Canadian Solar,Sacramento,6.65,1,SUN,1/1/2012 0:00,0,-121.4145801,38.34896286
2327,S0285,RE Bruceville Solar 2,0,Canadian Solar,Sacramento,6.65,1,SUN,1/1/2012 0:00,0,-121.4149701,38.34670869
2328,S0286,RE Bruceville Solar 3,0,Canadian Solar,Sacramento,6.65,1,SUN,1/1/2012 0:00,0,-121.4099457,38.34763049
2329,S0155,Kost (Fleshman Solar Farm),0,Sacramento PV Energy LLC,Sacramento,3,PV1,SUN,11/19/2011 0:00,0,-121.337797,38.23800298
2330,S0157,Boessow (Van Connett Solar Farm),0,Sacramento PV Energy LLC,Sacramento,3,PV1,SUN,12/20/2011 0:00,0,-121.2789767,38.25374088
2331,S0211,RE McKenzie 1,0,Canadian Solar,Sacramento,5,1,SUN,1/1/2012 0:00,0,-121.2949706,38.30911777
2332,S0212,RE McKenzie 2,0,Canadian Solar,Sacramento,5,1,SUN,1/1/2012 0:00,0,-121.2917955,38.31051403
2333,S0213,RE McKenzie 3,0,Canadian Solar,Sacramento,5,1,SUN,1/1/2012 0:00,0,-121.2916322,38.30711722
2334,S0214,RE McKenzie 4,0,Canadian Solar,Sacramento,5,1,SUN,1/1/2012 0:00,0,-121.2933861,38.30410581
2335,S0215,RE McKenzie 5,0,Canadian Solar,Sacramento,5,1,SUN,1/1/2012 0:00,0,-121.2873306,38.30556728
2336,S0216,RE McKenzie 6,0,Canadian Solar,Sacramento,5,1,SUN,1/1/2012 0:00,0,-121.2834823,38.30543824
2337,H0080,Camanche,0,East Bay Municipal Utility District (EBMUD),San Joaquin,10.8,"1, 2, 3",WAT,7/1/1983 0:00,0,-121.0240015,38.22549779
2338,S0602,Rancho Seco Solar,0,D. E. Shaw,Sacramento,10.9,Unit 1,SUN,8/11/2016 0:00,0,-121.1144812,38.33985184
2341,S0701,Rancho Seco Solar II,0,D. E. Shaw,Sacramento,160,RSS2,SUN,12/1/2020 0:00,0,-121.1185728,38.34377774
2342,H0380,Pardee,0,East Bay Municipal Utility District (EBMUD),Calaveras,23.6,"Unit 1, Unit 2, Unit 3",WAT,7/1/1930 0:00,0,-120.8505076,38.25677796
2347,H0171,Electra,0,Pacific Gas & Electric (PG&E),Amador,99,"Unit 575, Unit 576, Unit 577",WAT,6/29/1948 0:00,0,-120.6699994,38.33100429
2348,H0022,Beardsley,0,Tri-Dam Project & Tri-Dam Power Authority,Tuolumne,11.7,1,WAT,7/1/1956 0:00,0,-120.0770442,38.20253424
2349,H0145,Donnells,0,Tri-Dam Project & Tri-Dam Power Authority,Tuolumne,72,1,WAT,7/1/1956 0:00,0,-120.0341499,38.24647926
2351,S9309,Chalk Hill Solar Project  LLC_(CHSP),0,Not Available,Sonoma,0.3,Unit 1,SUN,12/31/2013 0:00,0,-122.7501933,38.49370596
2353,H0343,Monticello,0,Solano Irrigation District,Yolo,11.5,"1, 2, 3",WAT,6/1/1983 0:00,0,-122.1041786,38.51355511
2354,S9404,Putah Creek Solar Farm,0,Not Available,Yolo,2,1,SUN,12/1/2014 0:00,0,-121.9946675,38.5215985
2355,S0630,Genentech Inc. - Vacaville,0,Tesla Inc.,Solano,7.9,"Unit 1, Unit 2",SUN,5/8/2017 0:00,0,-121.9454871,38.38808503
2356,S9006,Alza Corporation (700 Eubanks),0,Not Available,Solano,1,1,SUN,1/1/2012 0:00,0,-121.9643231,38.40023113
2357,S9009,Mariani Packing Co. Inc.,0,Not Available,Solano,1,1,SUN,1/1/2012 0:00,0,-121.9509083,38.40698241
2358,S9100,Norvartis Pharmaceuticals Corp,0,Not Available,Solano,1,1,SUN,1/1/2012 0:00,0,-121.9628171,38.38849893
2360,S0110,Vaca Dixon Solar Station,0,Pacific Gas & Electric (PG&E),Solano,2,1,SUN,12/22/2009 0:00,0,-121.9264219,38.41073401
2361,S9108,Superior Packing Co.,0,Not Available,Solano,1.1,1,SUN,1/1/2012 0:00,0,-121.8205444,38.42055077
2362,W0405,Superior Farms,0,Foundation Windpower,Solano,1,WPRS 1,WND,12/1/2012 0:00,0,-121.8174537,38.42012385
2363,S0310,Grasslands EPWF,0,Yolo County General Services,Yolo,2.5,1,SUN,7/1/2013 0:00,0,-121.6944322,38.50153924
2364,S0311,Grasslands RES-BCT,0,Yolo County General Services,Yolo,2.5,1,SUN,7/1/2013 0:00,0,-121.6923464,38.50159921
2366,S0660,Sacramento Regional County Sanitation District,0,Tesla Inc.,Sacramento,3.73,Unit 1,SUN,1/26/2018 0:00,0,-121.4661424,38.43619627
2367,S9092,Siemens Industry Inc.,0,Not Available,Sacramento,1,1,SUN,1/1/2012 0:00,0,-121.3923821,38.48741041
2368,S9102,Granite Construction Company,0,Not Available,Sacramento,1.1,1,SUN,1/1/2012 0:00,0,-121.4057884,38.54287508
2369,S9139,Campbell Soup Supply Company LLC,0,Not Available,Sacramento,2,1,SUN,1/1/2012 0:00,0,-121.4756082,38.51675401
2370,S9147,U.S. National Leasing LLC_(Depot Park),0,Not Available,Sacramento,3,1,SUN,1/1/2012 0:00,0,-121.401387,38.51535397
2374,S0090,Hedge PV (S0090),0,Sacramento Municipal Utility District (SMUD),Sacramento,0.2,1,SUN,6/1/1994 0:00,0,-121.3540542,38.50517674
2375,S0280,RE Dillard Road 1,0,Canadian Solar,Sacramento,3.99,1,SUN,1/1/2012 0:00,0,-121.1826038,38.46998654
2376,S0281,RE Dillard Road 2,0,Canadian Solar,Sacramento,3.99,1,SUN,1/1/2012 0:00,0,-121.1775981,38.46683294
2377,S0282,RE Dillard Road 3,0,Canadian Solar,Sacramento,3.99,1,SUN,1/1/2012 0:00,0,-121.1823891,38.46395492
2378,S0283,RE Dillard Road 4,0,Canadian Solar,Sacramento,0.53,1,SUN,1/1/2012 0:00,0,-121.1801686,38.46279946
2379,S9097,FAA Norcal TRACON,0,Not Available,Sacramento,1,1,SUN,1/1/2012 0:00,0,-121.2590563,38.56134046
2382,S9107,Nilsen Farms,0,Not Available,Sacramento,1.1,1,SUN,1/1/2012 0:00,0,-121.1635997,38.45015476
2383,H0516,Tiger Creek,0,Pacific Gas & Electric (PG&E),Amador,60,"Unit 584, Unit 585",WAT,8/1/1931 0:00,0,-120.4926351,38.44909128
2384,H0558,West Point,0,Pacific Gas & Electric (PG&E),Amador,14,Unit 586,WAT,11/21/1948 0:00,0,-120.5494827,38.42090257
2385,S9182,Fresh Air Energy  LLC_(Pioneer 1),0,Not Available,Amador,1.5,Unit 1,SUN,12/31/2013 0:00,0,-120.5954275,38.41324673
2386,H0431,Salt Springs,0,Pacific Gas & Electric (PG&E),Amador,46,"Unit 580, Unit 581",WAT,6/15/1931 0:00,0,-120.2181542,38.49789352
2387,H0356,Spicer,0,Northern California Power Agency,Tuolumne,6,"GEN 1, GEN 2, GEN 3",WAT,2/1/1990 0:00,0,-120.00077,38.39159936
2389,H0485,Warm Springs,0,Sonoma County Water Agency,Sonoma,2.79,3385,WAT,12/1/1988 0:00,0,-123.011274,38.72212151
2390,S9055,Clos Du Bois Wines Inc.,0,Not Available,Sonoma,1,1,SUN,1/1/2012 0:00,0,-122.8778117,38.68492006
2392,S9082,Cemex Construction Materials Pacific LLC,0,Not Available,Yolo,1,1,SUN,1/1/2012 0:00,0,-121.9463289,38.68235455
2393,W0399,Cemex Madison,0,Foundation Windpower,Yolo,1,WPRS 1,WND,11/1/2011 0:00,0,-121.9352091,38.68762225
2394,S0115,Yolo County Solar Project,0,Yolo County General Services,Yolo,1,1,SUN,7/1/2010 0:00,0,-121.7295241,38.65993745
2395,S9010,Co. Inc. #21 Walgreens,0,Not Available,Yolo,1,1,SUN,1/1/2012 0:00,0,-121.7127443,38.67498592
2396,S9022,Tony's Fine Foods,0,Not Available,Yolo,1,1,SUN,1/1/2012 0:00,0,-121.5610083,38.59150207
2397,S9110,Amir Development Company,0,Not Available,Yolo,1.1,1,SUN,1/1/2012 0:00,0,-121.7139229,38.67502369
2400,S0405,Strata Roof 1,0,Strata Clean Energy,Sacramento,1,Unit 1,SUN,5/15/2013 0:00,0,-121.5062058,38.6427292
2401,S0661,US General Service Administration - Sacramento,0,Tesla Inc.,Sacramento,1.38,Unit 1,SUN,3/29/2018 0:00,0,-121.3980155,38.60085957
2403,S0719,Wildflower Solar 1,0,"Wildflower Solar I, LLC",Sacramento,13,CAWF1,SUN,12/14/2020 0:00,0,-121.4782364,38.70396409
2404,H0360,Nimbus,0,United States Bureau of Reclamation,Sacramento,13.5,"UNIT 1, UNIT 2",WAT,5/1/1955 0:00,0,-121.2203091,38.63747549
2405,H0186,Folsom,0,United States Bureau of Reclamation,Sacramento,198.72,"1, 2, 3",WAT,6/1/1955 0:00,0,-121.1584726,38.70672368
2406,S0116,Aerojet I (3.6MW) Solar Plant,0,Altus Power America Inc,Sacramento,3.6,Aerojet I,SUN,12/23/2009 0:00,0,-121.1631206,38.61361985
2407,S0130,Aerojet II (2.4MW) Solar Plant,0,Altus Power America Inc,Sacramento,2.4,Aerojet II,SUN,5/21/2010 0:00,0,-121.1705888,38.60955662
2408,S0622,Intel Corporation - Folsom Carport Phase 1,0,Tesla Inc.,Sacramento,1.1,956100-CA,SUN,7/9/2010 0:00,0,-121.1661023,38.64681619
2409,S0629,Intel Corporation - Folsom Carport Phase 3,0,Tesla Inc.,Sacramento,6.45,9568336-CA,SUN,9/29/2016 0:00,0,-121.1646431,38.64547005
2410,S9096,Intel Corporation - Folsom Carport Phase 2,0,Not Available,Sacramento,1,1,SUN,1/1/2012 0:00,0,-121.1727249,38.64423572
2411,S9098,Intel Corporation,0,Not Available,Sacramento,1,1,SUN,1/1/2012 0:00,0,-121.1677231,38.64549804
2414,S0309,Cloverdale Solar I,0,GreenLead-TNX Management,Sonoma,2,1,SUN,6/1/2014 0:00,0,-123.0190857,38.77576032
2415,S0692,Cloverdale Solar Center,0,"Adapture Renewables, Inc.",Sonoma,1,Unit 1,SUN,6/11/2019 0:00,0,-123.0204613,38.7691713
2416,S9013,Fosters Wine Estates Inc.,0,Not Available,Sonoma,1,1,SUN,1/1/2012 0:00,0,-122.9726483,38.76256278
2417,S9305,Cloverdale Solar 1  LLC_(FSEC1),0,Not Available,Sonoma,1.5,Unit 1,SUN,12/31/2013 0:00,0,-123.0170774,38.77389589
2418,S9306,Cloverdale Solar 2  LLC_(FSEC2),0,Not Available,Sonoma,1.5,Unit 1,SUN,12/31/2013 0:00,0,-123.0166511,38.77475196
2437,H0576,Clear Lake,0,Yolo County Flood Control & Water Conservation District,Lake,2.5,3381,WAT,1/1/1986 0:00,0,-122.5666544,38.92354984
2438,S9051,Power Agency Northern California,0,Not Available,Lake,1,1,SUN,1/1/2012 0:00,0,-122.6509539,38.77048062
2440,S9008,Foods Inc. United Natural,0,Not Available,Placer,1,1,SUN,1/1/2012 0:00,0,-121.2831919,38.81412884
2441,S9268,Lincoln Solar Millenium Fund LLC_(Lincoln Solar #A),0,Not Available,Placer,1.5,Unit 1,SUN,12/31/2013 0:00,0,-121.3317276,38.90803998
2442,S9269,Lincoln Solar Millenium Fund LLC_(Lincoln Solar #B),0,Not Available,Placer,1.5,Unit 1,SUN,12/31/2013 0:00,0,-121.3043748,38.87011875
2443,S9270,Lincoln Solar Millenium Fund LLC_(Nicholas Solar #C),0,Not Available,Placer,1.5,Unit 1,SUN,12/31/2013 0:00,0,-121.2968506,38.87252688
2448,H0357,Newcastle,0,Pacific Gas & Electric (PG&E),Placer,11.5,Unit 943,WAT,10/28/1986 0:00,0,-121.0929781,38.83523352
2449,H0569,Wise,0,Pacific Gas & Electric (PG&E),Placer,17.1,"Unit 1, Unit 2",WAT,3/4/1917 0:00,0,-121.0985213,38.8897785
2450,H0096,Chili Bar,0,Sacramento Municipal Utility District (SMUD),El Dorado,7.02,1,WAT,3/1/1965 0:00,0,-120.8131446,38.77182621
2451,H0167,El Dorado,0,El Dorado Irrigation District,El Dorado,20,"1, 2",WAT,1/26/1924 0:00,0,-120.6191481,38.79350586
2452,H0422,Rock Creek L.P.,0,Hydroland,El Dorado,3.6,"1, 2",WAT,4/1/1986 0:00,0,-120.7784816,38.7834169
2453,H0482,Slab Creek,0,Sacramento Municipal Utility District (SMUD),El Dorado,0.4,1,WAT,7/1/1983 0:00,0,-120.6981056,38.7725536
2454,H0565,White Rock,0,Sacramento Municipal Utility District (SMUD),El Dorado,230,"Unit 1, Unit 2",WAT,6/1/1968 0:00,0,-120.7873584,38.76530602
2455,H0081,Camino,0,Sacramento Municipal Utility District (SMUD),El Dorado,308,"1, 2, H1, H2",WAT,10/1/1963 0:00,0,-120.5366207,38.82829407
2456,H0253,Jaybird,0,Sacramento Municipal Utility District (SMUD),El Dorado,154,"Unit 1, Unit 2",WAT,4/1/1961 0:00,0,-120.531701,38.834069
2457,H0532,Union Valley,0,Sacramento Municipal Utility District (SMUD),El Dorado,46.7,Unit 1,WAT,10/1/1963 0:00,0,-120.4443252,38.86430881
2458,H0255,Jones Fork,0,Sacramento Municipal Utility District (SMUD),El Dorado,11.5,Unit 1,WAT,6/1/1985 0:00,0,-120.3818697,38.85029596
2459,H0414,Robbs Peak,0,Sacramento Municipal Utility District (SMUD),El Dorado,29.5,Unit 1,WAT,10/1/1965 0:00,0,-120.3782885,38.89649089
2460,S9015,County of Lake,0,Not Available,Lake,1,1,SUN,1/1/2012 0:00,0,-122.9190936,39.10665851
2461,H0243,Indian Valley Dam,0,Yolo County Flood Control & Water Conservation District,Lake,3.01,"1641, 1642, 8332",WAT,10/1/1983 0:00,0,-122.5355669,39.078835
2462,S9019,Power Agency Northern CA,0,Not Available,Lake,1,1,SUN,1/1/2012 0:00,0,-122.6270227,38.98407632
2467,S9311,Pristine Sun Fund 8 Sutter PGE LLC_(2179_Smotherman),0,Not Available,Sutter,0.5,Unit 1,SUN,12/31/2013 0:00,0,-121.4985505,39.09393353
2469,H0083,Camp Far West,0,Sacramento Municipal Utility District (SMUD),Placer,6.8,1,WAT,2/1/1985 0:00,0,-121.3169787,39.04879252
2470,H0054,Combie South (3 @ 500kW = 1.5MW),0,Nevada Irrigation District,Nevada,1.5,1,WAT,4/27/1984 0:00,0,-121.0590655,39.00962617
2471,H0109,Combie North (550 kW),0,Nevada Irrigation District,Placer,0.3,6P,WAT,10/1/1987 0:00,0,-121.0587405,39.01017581
2472,H0217,Halsey,0,Pacific Gas & Electric (PG&E),Placer,11,Unit 569,WAT,12/6/1916 0:00,0,-121.0419116,38.95696446
2473,H0374,Oxbow,0,Placer County Water Agency,Placer,6,915,WAT,10/1/1966 0:00,0,-120.7465513,39.0035435
2474,H0406,Ralston,0,Placer County Water Agency,Placer,79,914,WAT,10/1/1966 0:00,0,-120.7250536,39.00097162
2475,H0275,Middle Fork American River,0,Placer County Water Agency,Placer,116,"UNIT 1, UNIT 2",WAT,10/1/1966 0:00,0,-120.5963577,39.02473756
2476,H0195,French Meadows,0,Placer County Water Agency,Placer,15,911,WAT,10/1/1966 0:00,0,-120.4060944,39.07796922
2477,H0228,Hell Hole,0,Placer County Water Agency,Placer,0.73,1,WAT,7/1/1983 0:00,0,-120.4080589,39.05647585
2478,H0289,Loon Lake,0,Sacramento Municipal Utility District (SMUD),El Dorado,82,Unit 1,WAT,9/1/1971 0:00,0,-120.3244777,38.98271096
2479,H0283,Lake Mendocino,0,City of Ukiah,Mendocino,3.5,"G1, G2",WAT,5/1/1987 0:00,0,-123.1858144,39.19755399
2480,S9052,Community College Mendocino,0,Not Available,Mendocino,1,1,SUN,1/1/2012 0:00,0,-123.2235481,39.18625096
2481,S9264,East Side Calpella 2MW PV Project (1) (2012 PV RFO - 1),0,Not Available,Mendocino,2,Unit 1,SUN,12/31/2014 0:00,0,-123.1947562,39.14304738
2482,S9265,Parducci 2MW PV Project (3) (2012 PV RFO - 1),0,Not Available,Mendocino,2,Unit 1,SUN,12/31/2014 0:00,0,-123.1947562,39.14304738
2483,S9266,Ruddick-2 2MW PV Project (4) (2012 PV RFO - 1),0,Not Available,Mendocino,2,Unit 1,SUN,12/31/2014 0:00,0,-123.1947562,39.14304738
2485,S9032,Lomo Cold Storage LLC,0,Not Available,Sutter,1,1,SUN,1/1/2012 0:00,0,-121.6394168,39.2199445
2486,S9099,City of Yuba,0,Not Available,Sutter,1,1,SUN,1/1/2012 0:00,0,-121.636616,39.144094
2487,S9310,Pristine Sun Fund 1  LLC_(2127_Harris),0,Pristine Sun LLC,Butte,1.25,Unit 1,SUN,12/31/2013 0:00,0,-121.6694843,39.29212295
2490,S9078,Yuba College,0,Not Available,Yuba,1,1,SUN,1/1/2012 0:00,0,-121.5339974,39.12511967
2491,H0348,Narrows 1,0,Yuba County Water Agency,Nevada,12,Unit 553,WAT,12/29/1942 0:00,0,-121.2717124,39.23638355
2492,H0354,Narrows 2,0,Yuba County Water Agency,Yuba,55,1,WAT,6/5/1970 0:00,0,-121.2703519,39.23903734
2493,H0005,Alta,0,Pacific Gas & Electric (PG&E),Placer,1,"1, 2",WAT,11/1/1902 0:00,0,-120.8035115,39.21598098
2494,H0095,Chicago Park,0,Nevada Irrigation District,Nevada,44,UNIT 1,WAT,11/1/1965 0:00,0,-120.8910418,39.17811549
2495,H0133,Deer Creek,0,Pacific Gas & Electric (PG&E),Nevada,5.5,1,WAT,5/1/1908 0:00,0,-120.8441582,39.29811858
2496,H0156,Dutch Flat #1,0,Pacific Gas & Electric (PG&E),Placer,22,Unit 568,WAT,3/29/1943 0:00,0,-120.8356504,39.21696738
2497,H0157,Dutch Flat 2,0,Nevada Irrigation District,Nevada,27.3,UNIT 1,WAT,11/1/1965 0:00,0,-120.8353231,39.21834872
2498,H0347,Scotts Flat (860kW Nameplate Capacity),0,Nevada Irrigation District,Nevada,1,7P,WAT,2/1/1985 0:00,0,-120.932508,39.27211082
2499,H0424,Rollins,0,Nevada Irrigation District,Nevada,13.5,UNIT 1,WAT,8/1/1980 0:00,0,-120.9532567,39.13426831
2500,H0154,Drum #1,0,Pacific Gas & Electric (PG&E),Placer,55.5,"Unit 563, Unit 564, Unit 565, Unit 566",WAT,11/26/1913 0:00,0,-120.7672907,39.2568514
2501,H0155,Drum #2,0,Pacific Gas & Electric (PG&E),Placer,49.5,Unit 567,WAT,12/18/1965 0:00,0,-120.7668888,39.25734281
2504,H0401,Potter Valley,0,Pacific Gas & Electric (PG&E),Mendocino,9.46,"1, 2, 3",WAT,2/1/1939 0:00,0,-123.1279555,39.36180738
2506,S9120,Roplast Industries Inc.,0,Not Available,Butte,1.2,1,SUN,1/1/2012 0:00,0,-121.5623726,39.47750468
2507,S9183,Pristine Sun Fund 1  LLC_(2125_Jarvis),0,Not Available,Butte,1,Unit 1,SUN,12/31/2013 0:00,0,-121.5661698,39.48359823
2508,S9184,Pristine Sun Fund 1  LLC_(2094_Buzzelle),0,Not Available,Butte,1.25,Unit 1,SUN,12/31/2013 0:00,0,-121.5639017,39.38780701
2511,H0352,Colgate,0,Yuba County Water Agency,Yuba,315,"1, 2",WAT,3/12/1970 0:00,0,-121.18884,39.33091649
2512,H0053,Fish Power (NPCap = 0.15MW - No Reporting RQD),0,Yuba County Water Agency,Yuba,0.15,HY1,WAT,6/1/1986 0:00,0,-121.140498,39.39019935
2513,H0351,Bowman,0,Nevada Irrigation District,Nevada,3.6,Unit 1,WAT,9/1/1986 0:00,0,-120.6534217,39.44834109
2514,H0490,Spaulding #1,0,Pacific Gas & Electric (PG&E),Nevada,7.04,1,WAT,5/1/1928 0:00,0,-120.644773,39.32462215
2515,H0491,Spaulding #2,0,Pacific Gas & Electric (PG&E),Nevada,3.7,1,WAT,7/1/1928 0:00,0,-120.6453057,39.32460728
2516,H0492,Spaulding #3,0,Pacific Gas & Electric (PG&E),Nevada,6.61,572,WAT,1/1/1929 0:00,0,-120.6355275,39.33767536
2517,H0497,Stampede,0,United States Bureau of Reclamation,Sierra,3.65,"1, 2",WAT,1/1/1988 0:00,0,-120.1045254,39.47040867
2519,H0500,Stony Gorge,0,Silicon Valley Power,Glenn,5,"1, 2",WAT,4/1/1986 0:00,0,-122.5332341,39.58681604
2520,S9007,Rice Mill Inc. Far West,0,Not Available,Butte,1,1,SUN,1/1/2012 0:00,0,-121.8517954,39.55096594
2521,H0510,Thermalito (Unit 1 HY Unit 2-3-4 Pumping-Generating),0,California Department of Water Resources,Butte,115.1,"1, 2, 3, 4",WAT,11/1/1968 0:00,0,-121.6300662,39.51480268
2524,H0164,"Edward C Hyatt (Unit 1,3,5 Pumping-Generating)",0,California Department of Water Resources,Butte,644.25,"1, 2, 3, 4, 5, 6",WAT,3/1/1968 0:00,0,-121.4922683,39.54289422
2525,H0263,Kelly Ridge,0,South Feather Water and Power,Butte,10,1,WAT,9/1/1963 0:00,0,-121.4912353,39.53167441
2526,H0511,Thermalito Diversion Dam,0,California Department of Water Resources,Butte,2.97,TD1,WAT,7/1/1987 0:00,0,-121.5463328,39.52875707
2527,S9185,Pristine Sun Fund 6 Butte PGE LLC_(2096_Cotton),0,Not Available,Butte,1,Unit 1,SUN,12/31/2013 0:00,0,-121.4593552,39.50830805
2528,H0191,Forbestown,0,South Feather Water and Power,Butte,39.7,1,WAT,10/1/1963 0:00,0,-121.2787204,39.55097097
2529,H0427,Kanaka,0,Not Available,Butte,1.12,KAN1,WAT,12/1/1988 0:00,0,-121.2961959,39.55891815
2530,H0573,Woodleaf,0,South Feather Water and Power,Butte,55,1,WAT,11/1/1963 0:00,0,-121.204059,39.55392012
2531,H0362,Deadwood Creek,0,Not Available,Yuba,2,1,WAT,12/1/1993 0:00,0,-121.0957647,39.52999581
2532,H0484,Sly Creek,0,South Feather Water and Power,Butte,13.2,1,WAT,7/1/1983 0:00,0,-121.119566,39.5804535
2533,H0226,Lower Haypress Hydroelectric,0,Grey Rock LLC,Sierra,5,L GEN,WAT,1/1/1989 0:00,0,-120.5816807,39.56569606
2534,H0623,Middle Haypress Hydroelectric,0,Grey Rock LLC,Sierra,5,U GEN,WAT,12/1/1988 0:00,0,-120.5968868,39.56571567
2537,H0046,Black Butte,0,Silicon Valley Power,Tehama,6.4,1,WAT,1/1/1988 0:00,0,-122.3323451,39.81489471
2538,H0235,Highline Canal,0,Silicon Valley Power,Glenn,0.5,1,WAT,3/1/1989 0:00,0,-122.1556792,39.76239194
2539,S0583,Enerparc CA2,0,"Adapture Renewables, Inc.",Glenn,1.5,Unit 1,SUN,3/1/2016 0:00,0,-122.1763015,39.69916472
